,Emotion,Phase,sentiment
2190,sadness,"When my family heard that my Mother's cousin who lives in  
England wrote us to tell that he had cancer of the lymph glands.",0.0
2191,disgust,"When I found out how the people of Ethiopia were starving and  
their government was spending millions on celebrating being in  
power so many years. Then I saw all these people on TV needing  
food, etc.",0.5
2192,shame,"I went to visit Montrose home for crippled children to interview  
a handicapped child. I interviewed two boys and it went really  
well. I promised I would visit them, but never got the time. Now I  
hope they've forgotten me, but I feel ashamed of letting them  
down.",0.022222222222222213
2193,guilt,"I was driving my parents' car into a carpark in front of a shop  
we own, and scraped the corner of the front panel on the back  
corner of my father's utility. I didn't tell anyone, I lied about  
the bump (later I had to confess).",0.19999999999999998
2194,joy,"Two years ago, somebody I like very much wanted to give up his  
studies. I tried to make him understand the importance of what he  
was going to do, not only of the difficulty to find a job but also  
because he will decrease his culture etc. This person made the  
test to the college entrance examination and to our great joy we  
found out that he succeded in entering at the University.",0.465
2195,fear,"One night, when I got out from the University I saw two strange  
people near my car. When I got near, they moved away, and then  
came close again. I had a feeling that they were assaulters.  
After I left I discovered that the windshield was broken.",-0.05
2196,anger,"One day in a crossroad somebody crashed my car. I got out and  
this person laughed at me. I felt such a great anger that I got  
in my car and went away.",0.2
2197,sadness,"I don't know why suddenly I thought that what I was feeling for  
my boyfriend was not really love. After almost three years being  
together, this matter of fact shaked me and I felt a great sorrow  
that I can call sadness.",0.18333333333333335
2198,disgust,"Returning home in the late afternoon I saw an indecent act made  
by a man with the purpose that I saw it.",-0.3
2199,shame,"In a school parting we agreed to go to a restaurant.  
We met at school and we separated us in several cars. My car  
broke and we arrived late. All those who already had arrived  
stand up and applauded us when we entered two hours late.  
All the restaurant attention was turned on us.",-0.19999999999999998
2200,guilt,"When I was a little girl about eight years old I broke the bey  
from a closed. Mother asked who did it. I said that it wasn't me, as  
I almost never lied, and my brother did it more frequently in  
spite my brother denieing it my mother gave him a few slaps.",0.03541666666666666
2201,joy,When I entered at the University.,0.0
2202,fear,"One night I and my friends went to the cemetery. We stopped the  
car in front of the wall and suddenly the grave digger appeared  
over the wall looking like a ghost. I was already afraid and  
almost died.",-0.3
2203,anger,"When one teacher unjustly gave me zero in a test saying that I  
was cribbing.",0.0
2204,sadness,When my grandmother died.,0.0
2205,disgust,"I went to a restaurant with my boyfriend for dinner. There we saw  
a couple. the man of the couple was a negro and he hadn't manners  
for eat.",0.0
2206,shame,"When the teacher asked me to read my composition that was the  
homework I stood up and invented one because I hadn't done it. A  
colleague saw that in my copy book there was nothing written and  
he accused me and so I was called in the director's room.",0.0
2207,guilt,When I took away my best friend's boyfriend.,1.0
2208,joy,"When in the end of a semester I got the approval in a matter that  
I judged very difficult.",-0.65
2209,fear,"Crossing a street of several ways the cars began to move and I  
thought that I was going to be trampled.",0.0
2210,anger,"I went to the school library and asked for a book, but the  
librarian told me that there wasn't such. However when an other  
colleague asked for it she gave it to him.",-0.0625
2211,sadness,"Some colleagues decided to go out on a Saturday not inviting me  
to decide either the place nor the time.",0.0
2212,disgust,"A teacher giving a test was called by a student by his first  
name. He (the teacher) said that he didn't give him this liberty.",0.25
2213,shame,One day in the intimity with my girlfriend I had an ejaculation.,0.0
2214,guilt,When I answered to my mother with rudeness.,0.0
2215,joy,"The situation in which I felt happiest in my life was when  
I was with the person I love for the first time.",0.375
2216,fear,Fear of thief.,0.0
2217,anger,I feel anger when somebody forbids me to do something.,-0.7
2218,sadness,I felt sad when I was despised by another person.,-0.5
2219,disgust,I felt disgust of dirty.,-0.6
2220,shame,Shame of not doing something well.,0.0
2221,guilt,I felt guilty when I couldn't help a person.,-0.5
2222,joy,"When I got through the examination for my driver licence, and  
when I finished I knew I had passed it.",0.0
2223,fear,"I was inside the car with my husband and we were assaulted with a  
gun at 10 o'clock in the evening.",0.0
2224,anger,When they changed my office to another room without my agreement.,0.0
2225,sadness,"I couldn't sleep, and began to remind of my childhood. We are many  
sisters and at that time we were spanked a lot and I don't know  
why I started to remind of the spanks they and I had had, their  
shouts when this happened.",0.5
2226,disgust,"When I red a report in the magazine VESA about an Iranian telling  
what she had lived in the prisons in Iran. I felt disgust about  
that people.",0.0
2227,shame,I made a comment that at the moment didn't fit.,0.4
2228,guilt,"When my niece was 3 years old she was in the living room while we  
were fixing the table for a birthday party and, as every child,  
she couldn't stay calm. She burst a balloon. When I told her to  
be quiet her father pinched her. I believe if I hadn't said anything  
this wouldn't have happened.",0.13333333333333333
2229,joy,"I was in ILHA GRANDE with a wonderful sun, with wonderful people,  
with a wonderful sea, with a wonderful boy.",1.0
2230,fear,"When I was looking for a job I felt a lot of fear but the fear  
was greater when I found it.",0.5
2231,anger,"This feeling occurred to me when my colleague entered in G.V.  
(University) and I didn't.",0.0
2232,sadness,"When I applied for the college entrance examination to FUVEST,  
and I wasn't approved in the second fase.",0.0
2233,disgust,"I had this feeling when I met a girl, not that she was dirty but  
she was to ""fresh"", dump and childish.",-0.16666666666666666
2234,shame,"I was very fat, and was ashamed of my body.",0.2
2235,guilt,"When my ex-boyfriend didn't want to sleep with me anymore and I  
insisted. We made love but he felt very badly and I felt guilty.",-0.3033333333333333
2236,joy,"I felt happy when my mother borrowed me the car in order to let  
me go out alone for the first time.",0.525
2237,fear,"I felt afraid when I smoked maryhuana for the first time in my  
life with a lot of friends in the middle of the street at day  
brake.",-0.11666666666666665
2238,anger,"I felt anger when I had a fight with my father, and he beated me.  
My mother came to help me (because I was beeing beated) and he  
also beated my mother.",-0.7
2239,sadness,"It happened when I lost two very intimate friends in a car  
accident.",0.26
2240,disgust,I felt disgust of my father when I knew he had a lover.,0.0
2241,shame,When my mother found out that I smoke maryhuana.,0.0
2242,guilt,"I felt guilty when I ""stole"" the boyfriend of a friend of mine.",-0.5
2243,joy,Always when I am well succeded.,0.0
2244,fear,When there is danger nearby.,0.0
2245,anger,I feel anger when things don't come out as I wish.,-0.7
2246,sadness,When I couldn't go for a trip with my friends in a holiday.,0.0
2247,disgust,Disgust of drunkers and of blood.,0.0
2248,shame,Shame of being reprehended.,0.0
2249,guilt,When I shout at a colleague in classroom.,0.0
